#(id,from,to,speed,planTime)
(15327, 96, 81, 4, 47)
(15328, 72, 56, 8, 89)
(15329, 6, 52, 4, 45)
(15330, 23, 66, 6, 20)
(15331, 32, 55, 8, 89)
(15332, 75, 55, 4, 39)
(15333, 56, 81, 8, 80)
(15334, 91, 28, 4, 98)
(15335, 53, 97, 8, 98)
(15336, 28, 13, 6, 8)
(15337, 27, 18, 6, 93)
(15338, 34, 36, 4, 9)
(15339, 39, 32, 6, 81)
(15340, 4, 19, 6, 74)
(15341, 24, 37, 6, 98)
(15342, 82, 69, 8, 4)
(15343, 88, 48, 4, 74)
(15344, 31, 10, 4, 56)
(15345, 41, 17, 4, 99)
(15346, 39, 62, 6, 52)
(15347, 48, 10, 8, 58)
(15348, 53, 36, 4, 31)
(15349, 24, 35, 8, 99)
(15350, 72, 69, 8, 34)
(15351, 15, 70, 8, 2)
(15352, 40, 4, 8, 68)
(15353, 49, 76, 4, 37)
(15354, 88, 92, 8, 83)
(15355, 38, 60, 6, 97)
(15356, 91, 60, 6, 80)
(15357, 85, 49, 8, 95)
(15358, 91, 39, 6, 43)
(15359, 69, 80, 8, 99)
(15360, 49, 18, 6, 41)
(15361, 4, 30, 4, 68)
(15362, 74, 73, 6, 25)
(15363, 25, 17, 8, 93)
(15364, 80, 10, 8, 40)
(15365, 77, 90, 4, 33)
(15366, 79, 7, 8, 2)
(15367, 47, 5, 4, 22)
(15368, 82, 77, 4, 95)
(15369, 25, 30, 8, 39)
(15370, 20, 86, 4, 81)
(15371, 18, 9, 4, 9)
(15372, 52, 85, 4, 71)
(15373, 9, 27, 8, 87)
(15374, 31, 80, 4, 72)
(15375, 75, 70, 8, 14)
(15376, 19, 70, 6, 6)
(15377, 56, 71, 8, 39)
(15378, 91, 83, 6, 32)
(15379, 89, 92, 4, 96)
(15380, 52, 96, 8, 60)
(15381, 46, 36, 6, 8)
(15382, 17, 9, 4, 81)
(15383, 30, 91, 4, 32)
(15384, 25, 45, 4, 23)
(15385, 41, 65, 6, 93)
(15386, 30, 61, 6, 31)
(15387, 71, 60, 6, 94)
(15388, 6, 41, 4, 80)
(15389, 9, 28, 4, 52)
(15390, 29, 46, 4, 52)
(15391, 85, 4, 6, 63)
(15392, 50, 13, 6, 36)
(15393, 89, 59, 6, 63)
(15394, 30, 78, 8, 24)
(15395, 100, 94, 4, 60)
(15396, 59, 43, 6, 10)
(15397, 65, 99, 6, 91)
(15398, 50, 91, 4, 40)
(15399, 20, 49, 6, 56)
(15400, 21, 53, 6, 34)
(15401, 88, 78, 8, 52)
(15402, 97, 17, 4, 10)
(15403, 67, 29, 8, 25)
(15404, 66, 54, 8, 18)
(15405, 84, 23, 4, 17)
(15406, 60, 83, 8, 50)
(15407, 64, 37, 4, 78)
(15408, 77, 12, 8, 22)
(15409, 65, 58, 4, 30)
(15410, 81, 34, 4, 43)
(15411, 49, 56, 8, 87)
(15412, 91, 25, 6, 90)
(15413, 62, 39, 8, 63)
(15414, 51, 40, 8, 91)
(15415, 27, 85, 8, 55)
(15416, 98, 22, 6, 12)
(15417, 29, 81, 8, 96)
(15418, 35, 14, 8, 19)
(15419, 23, 24, 6, 10)
(15420, 17, 72, 4, 47)
(15421, 81, 32, 6, 41)
(15422, 36, 88, 4, 39)
(15423, 26, 97, 8, 88)
(15424, 99, 60, 4, 54)
(15425, 86, 71, 6, 69)
(15426, 12, 95, 4, 97)
(15427, 37, 24, 8, 44)
(15428, 80, 15, 8, 75)
(15429, 84, 21, 8, 32)
(15430, 58, 27, 8, 14)
(15431, 51, 33, 6, 30)
(15432, 7, 72, 8, 33)
(15433, 37, 68, 4, 80)
(15434, 87, 28, 4, 21)
(15435, 58, 73, 4, 16)
(15436, 82, 16, 8, 5)
(15437, 21, 92, 8, 70)
(15438, 81, 94, 4, 83)
(15439, 33, 22, 8, 100)
(15440, 70, 91, 6, 24)
(15441, 38, 12, 4, 93)
(15442, 65, 27, 8, 33)
(15443, 47, 79, 8, 12)
(15444, 5, 86, 4, 85)
(15445, 92, 86, 6, 54)
(15446, 83, 71, 8, 47)
(15447, 89, 63, 8, 24)
(15448, 80, 76, 6, 65)
(15449, 74, 99, 4, 31)
(15450, 46, 80, 8, 38)
(15451, 51, 79, 8, 25)
(15452, 76, 53, 8, 15)
(15453, 95, 89, 8, 75)
(15454, 14, 23, 4, 87)
(15455, 63, 16, 4, 15)
(15456, 52, 75, 4, 32)
(15457, 33, 3, 8, 69)
(15458, 47, 83, 6, 3)
(15459, 21, 71, 4, 84)
(15460, 70, 29, 8, 85)
(15461, 1, 19, 6, 31)
(15462, 16, 90, 8, 91)
(15463, 89, 56, 4, 71)
(15464, 75, 8, 8, 95)
(15465, 15, 46, 8, 23)
(15466, 33, 75, 8, 16)
(15467, 60, 45, 4, 97)
(15468, 93, 64, 8, 52)
(15469, 93, 39, 6, 35)
(15470, 83, 68, 6, 75)
(15471, 13, 88, 4, 88)
(15472, 23, 9, 6, 21)
(15473, 72, 88, 4, 42)
(15474, 50, 34, 6, 6)
(15475, 41, 50, 6, 48)
(15476, 24, 19, 6, 58)
(15477, 88, 15, 4, 61)
(15478, 84, 95, 6, 43)
(15479, 38, 45, 8, 56)
(15480, 34, 88, 8, 94)
(15481, 69, 84, 4, 98)
(15482, 4, 10, 6, 28)
(15483, 78, 30, 6, 48)
(15484, 58, 33, 6, 29)
(15485, 17, 18, 8, 97)
(15486, 56, 26, 6, 48)
(15487, 70, 88, 4, 88)
(15488, 31, 65, 6, 35)
(15489, 9, 22, 4, 85)
(15490, 29, 31, 8, 59)
(15491, 35, 37, 6, 90)
(15492, 9, 42, 8, 71)
(15493, 80, 21, 4, 19)
(15494, 93, 51, 6, 43)
(15495, 14, 65, 6, 92)
(15496, 20, 58, 4, 94)
(15497, 5, 64, 6, 92)
(15498, 79, 82, 8, 94)
(15499, 27, 12, 6, 83)
(15500, 27, 25, 6, 15)
(15501, 38, 46, 8, 33)
(15502, 48, 88, 6, 94)
(15503, 7, 95, 6, 39)
(15504, 9, 87, 6, 76)
(15505, 40, 81, 4, 10)
(15506, 13, 65, 8, 68)
(15507, 33, 63, 8, 89)
(15508, 61, 100, 6, 23)
(15509, 50, 76, 6, 74)
(15510, 68, 17, 8, 90)
(15511, 71, 25, 6, 95)
(15512, 52, 29, 6, 37)
(15513, 19, 92, 8, 28)
(15514, 62, 93, 8, 75)
(15515, 97, 36, 4, 66)
(15516, 77, 41, 4, 26)
(15517, 5, 88, 8, 20)
(15518, 20, 15, 8, 2)
(15519, 77, 87, 8, 21)
(15520, 19, 18, 8, 41)
(15521, 22, 32, 4, 23)
(15522, 87, 29, 4, 20)
(15523, 4, 3, 6, 96)
(15524, 5, 27, 8, 39)
(15525, 76, 34, 6, 2)
(15526, 3, 27, 8, 19)
(15527, 56, 15, 8, 82)
(15528, 45, 100, 4, 3)
(15529, 41, 71, 8, 10)
(15530, 41, 52, 6, 45)
(15531, 90, 37, 6, 10)
(15532, 83, 79, 4, 44)
(15533, 16, 19, 8, 41)
(15534, 3, 80, 8, 46)
(15535, 79, 90, 8, 81)
(15536, 70, 69, 4, 64)
(15537, 6, 65, 4, 88)
(15538, 7, 47, 6, 88)
(15539, 82, 3, 4, 68)
(15540, 100, 72, 8, 63)
(15541, 28, 58, 4, 1)
(15542, 33, 68, 8, 21)
(15543, 16, 20, 6, 89)
(15544, 53, 57, 8, 98)
(15545, 61, 59, 4, 54)
(15546, 3, 81, 6, 35)
(15547, 24, 86, 6, 42)
(15548, 65, 60, 4, 7)
(15549, 46, 55, 8, 33)
(15550, 79, 34, 4, 4)
(15551, 49, 34, 8, 92)
(15552, 61, 77, 4, 66)
(15553, 98, 13, 8, 76)
(15554, 33, 32, 4, 5)
(15555, 26, 85, 4, 30)
(15556, 44, 8, 6, 4)
(15557, 2, 4, 4, 8)
(15558, 83, 20, 8, 97)
(15559, 70, 80, 8, 90)
(15560, 20, 58, 4, 42)
(15561, 2, 99, 4, 94)
(15562, 1, 53, 6, 25)
(15563, 8, 21, 4, 64)
(15564, 25, 47, 8, 16)
(15565, 44, 28, 8, 55)
(15566, 86, 56, 6, 11)
(15567, 77, 75, 6, 95)
(15568, 15, 78, 4, 31)
(15569, 88, 61, 4, 19)
(15570, 83, 37, 8, 24)
(15571, 52, 72, 4, 40)
(15572, 34, 27, 6, 35)
(15573, 15, 41, 6, 51)
(15574, 56, 77, 4, 45)
(15575, 28, 100, 8, 26)
(15576, 3, 58, 8, 25)
(15577, 71, 39, 4, 96)
(15578, 51, 94, 8, 5)
(15579, 77, 92, 8, 37)
(15580, 42, 44, 6, 43)
(15581, 57, 39, 4, 39)
(15582, 50, 15, 6, 24)
(15583, 21, 72, 8, 66)
(15584, 76, 12, 8, 22)
(15585, 47, 10, 4, 39)
(15586, 27, 72, 8, 39)
(15587, 37, 64, 4, 36)
(15588, 13, 25, 4, 11)
(15589, 99, 18, 4, 63)
(15590, 96, 15, 4, 51)
(15591, 11, 45, 8, 41)
(15592, 97, 47, 8, 29)
(15593, 49, 6, 6, 67)
(15594, 82, 26, 4, 9)
(15595, 19, 28, 6, 73)
(15596, 33, 49, 8, 86)
(15597, 21, 24, 6, 75)
(15598, 26, 56, 6, 64)
(15599, 1, 84, 8, 39)
(15600, 68, 1, 8, 58)
(15601, 44, 30, 6, 38)
(15602, 91, 8, 4, 23)
(15603, 24, 77, 6, 13)
(15604, 83, 92, 6, 42)
(15605, 33, 90, 4, 11)
(15606, 78, 99, 6, 13)
(15607, 70, 99, 8, 16)
(15608, 92, 93, 8, 13)
(15609, 59, 45, 4, 56)
(15610, 75, 25, 4, 57)
(15611, 33, 22, 8, 25)
(15612, 21, 34, 8, 1)
(15613, 91, 71, 8, 73)
(15614, 31, 48, 4, 92)
(15615, 56, 2, 8, 53)
(15616, 62, 47, 8, 86)
(15617, 78, 88, 8, 50)
(15618, 31, 92, 8, 81)
(15619, 30, 2, 4, 100)
(15620, 40, 75, 4, 46)
(15621, 46, 57, 4, 50)
(15622, 99, 69, 6, 13)
(15623, 77, 38, 4, 100)
(15624, 91, 7, 6, 69)
(15625, 30, 47, 4, 86)
(15626, 85, 94, 4, 38)
(15627, 1, 61, 4, 47)
(15628, 56, 71, 6, 78)
(15629, 37, 40, 6, 10)
(15630, 24, 68, 4, 8)
(15631, 89, 47, 8, 98)
(15632, 39, 36, 8, 33)
(15633, 50, 32, 4, 5)
(15634, 20, 96, 6, 72)
(15635, 49, 40, 4, 78)
(15636, 51, 78, 8, 100)
(15637, 67, 19, 6, 67)
(15638, 82, 26, 4, 77)
(15639, 39, 99, 6, 6)
(15640, 12, 21, 4, 62)
(15641, 1, 53, 8, 28)
(15642, 59, 78, 8, 41)
(15643, 8, 55, 8, 66)
(15644, 52, 11, 6, 32)
(15645, 23, 83, 6, 30)
(15646, 61, 36, 4, 37)
(15647, 94, 13, 6, 36)
(15648, 78, 77, 8, 79)
(15649, 6, 80, 6, 7)
(15650, 75, 23, 4, 59)
(15651, 24, 61, 6, 50)
(15652, 87, 5, 4, 7)
(15653, 37, 8, 4, 59)
(15654, 69, 88, 6, 91)
(15655, 72, 6, 8, 37)
(15656, 75, 70, 8, 35)
(15657, 40, 58, 8, 91)
(15658, 19, 56, 6, 83)
(15659, 9, 33, 6, 55)
(15660, 1, 32, 4, 37)
(15661, 52, 18, 4, 47)
(15662, 62, 68, 8, 21)
(15663, 40, 55, 4, 58)
(15664, 31, 83, 6, 28)
(15665, 20, 70, 4, 98)
(15666, 65, 30, 6, 97)
(15667, 9, 51, 6, 11)
(15668, 69, 29, 8, 65)
(15669, 11, 97, 8, 60)
(15670, 86, 35, 6, 78)
(15671, 16, 88, 8, 45)
(15672, 40, 73, 6, 25)
(15673, 92, 60, 8, 9)
(15674, 48, 77, 8, 92)
(15675, 63, 78, 4, 21)
(15676, 60, 99, 4, 97)
(15677, 80, 38, 8, 12)
(15678, 70, 42, 4, 30)
(15679, 73, 1, 4, 78)
(15680, 51, 1, 8, 98)
(15681, 90, 80, 4, 83)
(15682, 27, 1, 6, 28)
(15683, 24, 25, 8, 85)
(15684, 79, 84, 8, 19)
(15685, 70, 40, 8, 42)
(15686, 94, 95, 8, 83)
(15687, 28, 32, 8, 33)
(15688, 44, 20, 8, 76)
(15689, 17, 80, 6, 77)
(15690, 50, 20, 4, 77)
(15691, 70, 78, 6, 41)
(15692, 9, 66, 4, 84)
(15693, 21, 25, 6, 72)
(15694, 36, 4, 6, 69)
(15695, 54, 84, 8, 2)
(15696, 74, 6, 6, 13)
(15697, 77, 43, 6, 35)
(15698, 64, 33, 6, 40)
(15699, 41, 63, 8, 14)
(15700, 80, 73, 6, 14)
(15701, 94, 57, 8, 87)
(15702, 98, 12, 4, 26)
(15703, 56, 93, 8, 67)
(15704, 53, 25, 8, 34)
(15705, 28, 68, 6, 99)
(15706, 21, 22, 6, 63)
(15707, 10, 83, 4, 72)
(15708, 11, 45, 6, 46)
(15709, 55, 25, 8, 71)
(15710, 11, 74, 6, 22)
(15711, 56, 48, 6, 31)
(15712, 33, 71, 8, 25)
(15713, 66, 23, 6, 74)
(15714, 82, 79, 8, 15)
(15715, 99, 9, 8, 7)
(15716, 13, 40, 4, 71)
(15717, 36, 69, 8, 18)
(15718, 10, 76, 4, 89)
(15719, 100, 7, 8, 11)
(15720, 100, 85, 8, 60)
(15721, 44, 59, 6, 2)
(15722, 76, 15, 8, 74)
(15723, 88, 12, 8, 8)
(15724, 6, 46, 8, 25)
(15725, 48, 67, 4, 68)
(15726, 98, 28, 8, 43)
(15727, 13, 6, 4, 39)
(15728, 78, 56, 4, 17)
(15729, 47, 89, 6, 53)
(15730, 100, 9, 6, 25)
(15731, 57, 16, 8, 11)
(15732, 23, 32, 8, 17)
(15733, 54, 80, 6, 77)
(15734, 91, 9, 4, 45)
(15735, 17, 36, 8, 8)
(15736, 84, 82, 8, 59)
(15737, 9, 30, 4, 88)
(15738, 73, 91, 8, 74)
(15739, 67, 41, 6, 33)
(15740, 57, 100, 4, 83)
(15741, 50, 99, 8, 24)
(15742, 87, 96, 8, 46)
(15743, 29, 93, 8, 23)
(15744, 4, 48, 4, 19)
(15745, 80, 53, 6, 39)
(15746, 7, 69, 8, 48)
(15747, 64, 69, 4, 48)
(15748, 24, 29, 8, 2)
(15749, 55, 44, 6, 18)
(15750, 9, 70, 6, 61)
(15751, 16, 74, 4, 20)
(15752, 36, 31, 8, 13)
(15753, 12, 19, 8, 50)
(15754, 84, 2, 6, 99)
(15755, 71, 70, 8, 91)
(15756, 61, 22, 6, 72)
(15757, 12, 75, 6, 2)
(15758, 81, 15, 4, 34)
(15759, 99, 76, 8, 36)
(15760, 36, 87, 6, 72)
(15761, 12, 82, 4, 68)
(15762, 2, 7, 8, 47)
(15763, 3, 96, 8, 75)
(15764, 21, 73, 4, 56)
(15765, 57, 6, 4, 35)
(15766, 10, 93, 8, 61)
(15767, 43, 79, 8, 71)
(15768, 78, 87, 4, 14)
(15769, 97, 91, 8, 32)
(15770, 25, 68, 6, 100)
(15771, 60, 88, 8, 62)
(15772, 77, 24, 8, 16)
(15773, 13, 8, 8, 88)
(15774, 47, 68, 6, 13)
(15775, 29, 53, 6, 76)
(15776, 20, 14, 4, 86)
(15777, 52, 3, 8, 26)
(15778, 100, 3, 6, 86)
(15779, 76, 49, 8, 69)
(15780, 18, 17, 8, 34)
(15781, 23, 49, 8, 19)
(15782, 38, 82, 8, 84)
(15783, 3, 54, 4, 60)
(15784, 51, 8, 4, 12)
(15785, 57, 65, 8, 77)
(15786, 75, 2, 6, 76)
(15787, 92, 20, 4, 76)
(15788, 23, 42, 4, 21)
(15789, 81, 53, 4, 71)
(15790, 49, 69, 4, 72)
(15791, 39, 75, 8, 84)
(15792, 96, 72, 4, 72)
(15793, 40, 87, 8, 40)
(15794, 18, 27, 4, 74)
(15795, 41, 48, 4, 100)
(15796, 54, 27, 8, 34)
(15797, 23, 61, 8, 97)
(15798, 72, 7, 4, 55)
(15799, 43, 89, 6, 11)
(15800, 17, 22, 6, 38)
(15801, 100, 79, 6, 84)
(15802, 100, 66, 8, 61)
(15803, 2, 65, 4, 76)
(15804, 94, 99, 4, 67)
(15805, 27, 5, 8, 91)
(15806, 23, 93, 8, 82)
(15807, 66, 45, 4, 71)
(15808, 50, 79, 4, 78)
(15809, 42, 35, 4, 7)
(15810, 35, 56, 6, 30)
(15811, 65, 14, 4, 77)
(15812, 94, 31, 6, 14)
(15813, 21, 30, 8, 34)
(15814, 24, 47, 4, 59)
(15815, 30, 67, 8, 17)
(15816, 96, 39, 4, 35)
(15817, 94, 57, 6, 82)
(15818, 74, 44, 4, 20)
(15819, 97, 70, 4, 2)
(15820, 48, 67, 6, 82)
(15821, 25, 86, 6, 4)
(15822, 42, 11, 6, 23)
(15823, 11, 98, 4, 65)
(15824, 24, 67, 6, 80)
(15825, 48, 59, 8, 26)
(15826, 36, 13, 6, 13)
(15827, 73, 43, 8, 63)
(15828, 36, 3, 4, 50)
(15829, 68, 70, 8, 36)
(15830, 50, 74, 4, 52)
(15831, 17, 86, 4, 26)
(15832, 78, 21, 6, 58)
(15833, 97, 98, 4, 27)
(15834, 77, 61, 8, 31)
(15835, 85, 34, 8, 57)
(15836, 5, 45, 8, 90)
(15837, 40, 85, 4, 39)
(15838, 65, 70, 8, 75)
(15839, 23, 38, 4, 90)
(15840, 58, 7, 8, 96)
(15841, 72, 100, 8, 20)
(15842, 2, 93, 8, 11)
(15843, 30, 96, 8, 72)
(15844, 10, 11, 4, 19)
(15845, 32, 74, 8, 15)
(15846, 47, 58, 6, 10)
(15847, 56, 43, 6, 89)
(15848, 91, 100, 4, 94)
(15849, 15, 68, 4, 16)
(15850, 58, 55, 4, 29)
(15851, 99, 11, 6, 100)
(15852, 35, 49, 8, 88)
(15853, 77, 57, 6, 77)
(15854, 22, 78, 8, 68)
(15855, 75, 12, 8, 90)
(15856, 43, 33, 8, 87)
(15857, 42, 12, 8, 64)
(15858, 83, 82, 4, 84)
(15859, 61, 82, 6, 83)
(15860, 45, 36, 6, 4)
(15861, 79, 32, 6, 81)
(15862, 67, 88, 8, 71)
(15863, 64, 92, 4, 50)
(15864, 63, 55, 8, 59)
(15865, 40, 52, 8, 33)
(15866, 96, 72, 6, 98)
(15867, 68, 21, 8, 68)
(15868, 32, 50, 4, 81)
(15869, 54, 31, 6, 75)
(15870, 66, 13, 6, 49)
(15871, 79, 39, 8, 98)
(15872, 18, 42, 6, 62)
(15873, 28, 80, 6, 17)
(15874, 18, 67, 8, 60)
(15875, 59, 46, 4, 84)
(15876, 74, 48, 8, 45)
(15877, 43, 69, 6, 59)
(15878, 92, 69, 8, 64)
(15879, 90, 14, 4, 38)
(15880, 24, 22, 4, 16)
(15881, 42, 78, 4, 60)
(15882, 2, 51, 4, 56)
(15883, 90, 3, 4, 21)
(15884, 65, 89, 6, 71)
(15885, 23, 48, 4, 67)
(15886, 2, 86, 4, 40)
(15887, 4, 83, 4, 15)
(15888, 24, 23, 6, 59)
(15889, 10, 46, 8, 45)
(15890, 18, 46, 8, 86)
(15891, 11, 95, 8, 53)
(15892, 83, 38, 4, 75)
(15893, 56, 21, 6, 2)
(15894, 8, 81, 4, 20)
(15895, 25, 13, 6, 74)
(15896, 33, 71, 4, 22)
(15897, 63, 80, 6, 69)
(15898, 49, 84, 4, 97)
(15899, 8, 48, 8, 28)
(15900, 19, 98, 4, 33)
(15901, 21, 38, 4, 25)
(15902, 51, 78, 4, 1)
(15903, 91, 32, 6, 15)
(15904, 2, 51, 8, 93)
(15905, 21, 9, 8, 12)
(15906, 93, 82, 6, 43)
(15907, 15, 63, 8, 87)
(15908, 76, 46, 6, 81)
(15909, 74, 25, 4, 87)
(15910, 17, 79, 4, 64)
(15911, 100, 58, 8, 38)
(15912, 26, 4, 8, 69)
(15913, 2, 46, 4, 66)
(15914, 70, 37, 6, 54)
(15915, 67, 85, 6, 29)
(15916, 74, 23, 6, 83)
(15917, 86, 47, 4, 11)
(15918, 92, 18, 4, 5)
(15919, 70, 73, 6, 100)
(15920, 55, 14, 4, 100)
(15921, 62, 34, 6, 56)
(15922, 39, 51, 8, 49)
(15923, 98, 6, 6, 16)
(15924, 68, 73, 6, 94)
(15925, 32, 40, 4, 63)
(15926, 46, 54, 8, 15)
(15927, 95, 51, 6, 64)
(15928, 28, 96, 6, 85)
(15929, 13, 8, 8, 68)
(15930, 11, 1, 4, 32)
(15931, 84, 16, 6, 86)
(15932, 74, 17, 8, 49)
(15933, 50, 37, 6, 96)
(15934, 66, 83, 8, 54)
(15935, 97, 91, 8, 70)
(15936, 59, 41, 8, 10)
(15937, 78, 53, 8, 75)
(15938, 76, 54, 4, 20)
(15939, 74, 48, 4, 69)
(15940, 67, 99, 4, 22)
(15941, 70, 57, 8, 66)
(15942, 1, 26, 6, 1)
(15943, 29, 26, 8, 34)
(15944, 34, 65, 6, 62)
(15945, 98, 76, 4, 21)
(15946, 41, 93, 8, 61)
(15947, 6, 47, 8, 61)
(15948, 48, 94, 8, 21)
(15949, 53, 28, 8, 46)
(15950, 24, 12, 6, 64)
(15951, 77, 70, 4, 15)
(15952, 23, 74, 6, 71)
(15953, 53, 86, 4, 54)
(15954, 89, 38, 8, 5)
(15955, 14, 79, 8, 74)
(15956, 57, 31, 4, 95)
(15957, 48, 56, 6, 38)
(15958, 72, 82, 4, 17)
(15959, 19, 18, 4, 29)
(15960, 61, 69, 8, 4)
(15961, 82, 33, 4, 44)
(15962, 79, 69, 8, 79)
(15963, 26, 78, 8, 23)
(15964, 15, 31, 8, 90)
(15965, 31, 37, 8, 34)
(15966, 98, 77, 4, 23)
(15967, 5, 44, 6, 87)
(15968, 42, 10, 8, 67)
(15969, 29, 10, 6, 49)
(15970, 100, 77, 8, 49)
(15971, 67, 75, 8, 98)
(15972, 61, 55, 4, 97)
(15973, 50, 5, 8, 54)
(15974, 7, 70, 6, 44)
(15975, 32, 33, 6, 75)
(15976, 33, 2, 6, 45)
(15977, 99, 60, 8, 96)
(15978, 24, 64, 4, 82)
(15979, 31, 45, 4, 52)
(15980, 52, 55, 6, 5)
(15981, 12, 81, 8, 43)
(15982, 43, 81, 6, 15)
(15983, 15, 100, 4, 44)
(15984, 33, 17, 6, 31)
(15985, 26, 29, 8, 28)
(15986, 3, 69, 4, 1)
(15987, 68, 20, 8, 94)
(15988, 53, 42, 6, 26)
(15989, 49, 47, 4, 85)
(15990, 72, 17, 4, 5)
(15991, 6, 77, 6, 57)
(15992, 6, 64, 6, 8)
(15993, 46, 4, 6, 39)
(15994, 42, 68, 8, 25)
(15995, 32, 44, 8, 29)
(15996, 80, 44, 6, 89)
(15997, 7, 99, 6, 13)
(15998, 93, 42, 4, 93)
(15999, 92, 68, 8, 22)
(16000, 29, 57, 4, 2)
(16001, 51, 77, 8, 83)
(16002, 57, 59, 6, 100)
(16003, 78, 12, 8, 81)
(16004, 78, 1, 8, 80)
(16005, 3, 21, 4, 42)
(16006, 56, 62, 8, 44)
(16007, 34, 54, 8, 18)
(16008, 51, 99, 4, 16)
(16009, 100, 25, 4, 66)
(16010, 9, 44, 4, 24)
(16011, 12, 61, 4, 43)
(16012, 10, 51, 4, 80)
(16013, 39, 81, 8, 28)
(16014, 30, 52, 8, 39)
(16015, 25, 99, 6, 9)
(16016, 2, 70, 4, 100)
(16017, 42, 80, 4, 33)
(16018, 20, 51, 4, 6)
(16019, 61, 67, 6, 23)
(16020, 82, 34, 6, 46)
(16021, 26, 8, 4, 82)
(16022, 38, 86, 6, 10)
(16023, 45, 100, 8, 85)
(16024, 89, 34, 8, 97)
(16025, 95, 19, 4, 12)
(16026, 20, 5, 6, 74)
(16027, 92, 30, 8, 38)
(16028, 35, 28, 8, 83)
(16029, 87, 52, 4, 68)
(16030, 80, 1, 8, 49)
(16031, 84, 41, 8, 5)
(16032, 10, 73, 6, 81)
(16033, 29, 93, 8, 94)
(16034, 88, 83, 6, 24)
(16035, 99, 75, 8, 66)
(16036, 60, 64, 6, 15)
(16037, 10, 24, 6, 26)
(16038, 11, 73, 6, 19)
(16039, 56, 1, 4, 14)
(16040, 72, 79, 6, 53)
(16041, 75, 83, 6, 21)
(16042, 91, 86, 4, 63)
(16043, 43, 2, 6, 76)
(16044, 52, 11, 4, 88)
(16045, 30, 43, 8, 29)
(16046, 41, 57, 8, 83)
(16047, 92, 57, 8, 63)
(16048, 77, 90, 8, 39)
(16049, 19, 8, 4, 94)
(16050, 43, 75, 6, 33)
(16051, 85, 60, 6, 11)
(16052, 8, 42, 6, 21)
(16053, 66, 60, 8, 41)
(16054, 50, 11, 6, 99)
(16055, 6, 94, 8, 6)
(16056, 72, 84, 6, 53)
(16057, 10, 53, 6, 64)
(16058, 24, 37, 8, 100)
(16059, 4, 60, 6, 91)
(16060, 89, 45, 6, 25)
(16061, 60, 45, 4, 44)
(16062, 31, 99, 8, 72)
(16063, 3, 95, 6, 93)
(16064, 30, 98, 8, 22)
(16065, 26, 29, 6, 36)
(16066, 60, 100, 6, 7)
(16067, 47, 46, 8, 69)
(16068, 13, 54, 4, 25)
(16069, 41, 98, 8, 95)
(16070, 66, 97, 6, 28)
(16071, 91, 33, 6, 41)
(16072, 6, 33, 8, 19)
(16073, 53, 10, 4, 42)
(16074, 94, 31, 6, 73)
(16075, 12, 44, 8, 84)
(16076, 61, 56, 8, 27)
(16077, 34, 66, 6, 58)
(16078, 27, 41, 4, 53)
(16079, 70, 60, 6, 48)
(16080, 7, 14, 4, 82)
(16081, 85, 46, 4, 90)
(16082, 86, 15, 8, 38)
(16083, 5, 89, 6, 64)
(16084, 80, 4, 6, 75)
(16085, 13, 26, 6, 31)
(16086, 68, 3, 4, 72)
(16087, 49, 16, 8, 12)
(16088, 76, 48, 6, 73)
(16089, 53, 34, 6, 72)
(16090, 74, 10, 8, 15)
(16091, 96, 88, 8, 36)
(16092, 16, 47, 6, 54)
(16093, 67, 6, 8, 53)
(16094, 74, 34, 8, 70)
(16095, 78, 8, 6, 89)
(16096, 83, 30, 4, 67)
(16097, 88, 57, 4, 24)
(16098, 79, 33, 4, 53)
(16099, 77, 66, 8, 25)
(16100, 11, 48, 4, 59)
(16101, 17, 33, 8, 1)
(16102, 63, 36, 8, 14)
(16103, 13, 93, 8, 96)
(16104, 90, 41, 4, 50)
(16105, 98, 35, 4, 58)
(16106, 16, 64, 8, 95)
(16107, 70, 96, 8, 93)
(16108, 71, 2, 6, 11)
(16109, 100, 63, 6, 94)
(16110, 36, 33, 4, 24)
(16111, 85, 43, 8, 3)
(16112, 93, 5, 6, 52)
(16113, 54, 46, 8, 3)
(16114, 63, 71, 6, 84)
(16115, 53, 73, 8, 54)
(16116, 17, 13, 4, 67)
(16117, 96, 53, 6, 90)
(16118, 5, 51, 8, 19)
(16119, 65, 46, 8, 44)
(16120, 11, 70, 8, 96)
(16121, 41, 47, 4, 18)
(16122, 52, 37, 4, 40)
(16123, 35, 51, 4, 68)
(16124, 100, 37, 8, 55)
(16125, 84, 41, 6, 4)
(16126, 22, 55, 6, 79)
(16127, 64, 52, 6, 73)
(16128, 74, 13, 4, 100)
(16129, 32, 24, 6, 9)
(16130, 94, 69, 6, 91)
(16131, 81, 87, 6, 71)
(16132, 98, 69, 6, 27)
(16133, 98, 81, 6, 62)
(16134, 87, 24, 4, 5)
(16135, 2, 39, 6, 10)
(16136, 52, 76, 4, 50)
(16137, 57, 44, 6, 34)
(16138, 62, 35, 8, 57)
(16139, 94, 67, 8, 75)
(16140, 91, 84, 8, 47)
(16141, 62, 81, 4, 100)
(16142, 37, 34, 4, 35)
(16143, 2, 10, 6, 59)
(16144, 86, 76, 6, 69)
(16145, 96, 88, 8, 61)
(16146, 93, 90, 8, 77)
(16147, 79, 70, 6, 40)
(16148, 78, 20, 4, 88)
